Date,Low,Open,Volume,High,Close,Adjusted Close
15-05-1992,2.215428113937378,2.215428113937378,361.0,2.215428113937378,2.215428113937378,0.7723092436790466
18-05-1992,,,,,,
19-05-1992,,,,,,
20-05-1992,,,,,,
21-05-1992,,,,,,
22-05-1992,,,,,,
26-05-1992,,,,,,
27-05-1992,,,,,,
28-05-1992,,,,,,
29-05-1992,,,,,,
01-06-1992,,,,,,
02-06-1992,,,,,,
03-06-1992,,,,,,
04-06-1992,2.4923529624938965,2.4923529624938965,20944.0,2.4923529624938965,2.4923529624938965,0.8688467741012573
05-06-1992,,,,,,
08-06-1992,,,,,,
09-06-1992,,,,,,
10-06-1992,,,,,,
11-06-1992,,,,,,
12-06-1992,,,,,,
15-06-1992,,,,,,
16-06-1992,,,,,,
17-06-1992,,,,,,
18-06-1992,2.4923529624938965,2.4923529624938965,1444.0,2.4923529624938965,2.4923529624938965,0.8688467741012573
19-06-1992,,,,,,
22-06-1992,2.4923529624938965,2.4923529624938965,0.0,2.4923529624938965,2.4923529624938965,0.8688467741012573
23-06-1992,2.4923529624938965,2.4923529624938965,0.0,2.4923529624938965,2.4923529624938965,0.8688467741012573
24-06-1992,2.4923529624938965,2.4923529624938965,0.0,2.4923529624938965,2.4923529624938965,0.8688467741012573
25-06-1992,2.4923529624938965,2.4923529624938965,0.0,2.4923529624938965,2.4923529624938965,0.8688467741012573
26-06-1992,2.700047016143799,2.700047016143799,361.0,2.700047016143799,2.700047016143799,0.9412499070167542
29-06-1992,2.700047016143799,2.700047016143799,0.0,2.700047016143799,2.700047016143799,0.9412499070167542
30-06-1992,2.700047016143799,2.700047016143799,0.0,2.700047016143799,2.700047016143799,0.9412499070167542
01-07-1992,2.630815029144287,2.630815029144287,361.0,2.630815029144287,2.630815029144287,0.9171152710914612
02-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
06-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
07-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
08-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
09-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
10-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
13-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
14-07-1992,2.700047016143799,2.700047016143799,722.0,2.769278049468994,2.700047016143799,0.9412499070167542
15-07-1992,2.700047016143799,2.700047016143799,0.0,2.700047016143799,2.700047016143799,0.9412499070167542
16-07-1992,2.4923529624938965,2.4923529624938965,2166.0,2.4923529624938965,2.4923529624938965,0.8688467741012573
17-07-1992,2.630815029144287,2.630815029144287,1805.0,2.630815029144287,2.630815029144287,0.9171152710914612
20-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
21-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
22-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
23-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
24-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
27-07-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9171152710914612
28-07-1992,2.700047016143799,2.734689950942993,48388.0,2.769278049468994,2.734689950942993,0.9533265829086304
29-07-1992,2.4923529624938965,2.630815029144287,29249.0,2.630815029144287,2.630815029144287,0.9171152710914612
30-07-1992,2.769278049468994,2.769278049468994,722.0,2.769278049468994,2.769278049468994,0.9653839468955994
31-07-1992,2.769278049468994,2.769278049468994,0.0,2.769278049468994,2.769278049468994,0.9653839468955994
03-08-1992,2.769278049468994,2.769278049468994,361.0,2.769278049468994,2.769278049468994,0.9653839468955994
04-08-1992,2.769278049468994,2.769278049468994,0.0,2.769278049468994,2.769278049468994,0.9653839468955994
05-08-1992,2.769278049468994,2.769278049468994,0.0,2.769278049468994,2.769278049468994,0.9653839468955994
06-08-1992,2.769278049468994,2.769278049468994,0.0,2.769278049468994,2.769278049468994,0.9653839468955994
07-08-1992,2.769278049468994,2.769278049468994,0.0,2.769278049468994,2.769278049468994,0.9653839468955994
10-08-1992,2.4923529624938965,2.769278049468994,146971.0,2.769278049468994,2.769278049468994,1.0036447048187256
11-08-1992,2.630815029144287,2.734689950942993,54527.0,2.769278049468994,2.734689950942993,0.9911094903945923
12-08-1992,2.700047016143799,2.700047016143799,34305.0,2.8385090827941895,2.700047016143799,0.9785541892051697
13-08-1992,2.700047016143799,2.769278049468994,5777.0,2.769278049468994,2.769278049468994,1.0036447048187256
14-08-1992,2.769278049468994,2.769278049468994,0.0,2.769278049468994,2.769278049468994,1.0036447048187256
17-08-1992,2.700047016143799,2.700047016143799,24194.0,2.734689950942993,2.700047016143799,0.9785541892051697
18-08-1992,2.769278049468994,2.803838014602661,162498.0,2.803838014602661,2.803838014602661,1.0161702632904053
19-08-1992,2.769278049468994,2.803838014602661,25277.0,2.803838014602661,2.803838014602661,1.0161702632904053
20-08-1992,2.769278049468994,2.769278049468994,14444.0,2.769278049468994,2.769278049468994,1.0036447048187256
21-08-1992,2.769278049468994,2.769278049468994,14444.0,2.769278049468994,2.769278049468994,1.0036447048187256
24-08-1992,2.561583995819092,2.561583995819092,10472.0,2.561583995819092,2.561583995819092,0.9283720850944519
25-08-1992,2.561583995819092,2.561583995819092,0.0,2.561583995819092,2.561583995819092,0.9283720850944519
26-08-1992,2.561583995819092,2.561583995819092,0.0,2.561583995819092,2.561583995819092,0.9283720850944519
27-08-1992,2.561583995819092,2.561583995819092,0.0,2.561583995819092,2.561583995819092,0.9283720850944519
28-08-1992,2.630815029144287,2.6653759479522705,15166.0,2.6653759479522705,2.6653759479522705,0.9659885764122009
31-08-1992,2.6653759479522705,2.6653759479522705,0.0,2.6653759479522705,2.6653759479522705,0.9659885764122009
01-09-1992,2.769278049468994,3.0462028980255127,2166.0,3.0462028980255127,3.0462028980255127,1.104008436203003
02-09-1992,2.769278049468994,2.769278049468994,3611.0,2.769278049468994,2.769278049468994,1.0036447048187256
03-09-1992,2.4923529624938965,2.4923529624938965,361.0,2.4923529624938965,2.4923529624938965,0.9032814502716064
04-09-1992,2.4923529624938965,2.4923529624938965,0.0,2.4923529624938965,2.4923529624938965,0.9032814502716064
08-09-1992,2.4923529624938965,2.4923529624938965,0.0,2.4923529624938965,2.4923529624938965,0.9032814502716064
09-09-1992,3.0462028980255127,3.0462028980255127,10472.0,3.0462028980255127,3.0462028980255127,1.104008436203003
10-09-1992,3.0462028980255127,3.0462028980255127,0.0,3.0462028980255127,3.0462028980255127,1.104008436203003
11-09-1992,3.0462028980255127,3.0462028980255127,0.0,3.0462028980255127,3.0462028980255127,1.104008436203003
14-09-1992,2.769278049468994,2.769278049468994,16610.0,2.769278049468994,2.769278049468994,1.0036447048187256
15-09-1992,2.769278049468994,2.769278049468994,7222.0,2.803838014602661,2.769278049468994,1.0036447048187256
16-09-1992,2.769278049468994,2.769278049468994,0.0,2.769278049468994,2.769278049468994,1.0036447048187256
17-09-1992,2.769278049468994,2.769278049468994,0.0,2.769278049468994,2.769278049468994,1.0036447048187256
18-09-1992,2.630815029144287,2.630815029144287,6138.0,2.630815029144287,2.630815029144287,0.9534630179405212
21-09-1992,2.630815029144287,2.630815029144287,0.0,2.630815029144287,2.630815029144287,0.9534630179405212
